Quels sont les symptômes cardinaux du syndrome de la queue de cheval ?,"Douleurs, engourdissement des membres inférieurs et troubles sphinctériens/sexuels."
Pourquoi une lésion au-dessus de C4 est-elle une urgence vitale immédiate ?,Elle provoque une asphyxie par paralysie diaphragmatique.
"Lors de l'intubation, quelle manœuvre doit être évitée en cas de suspicion de traumatisme du rachis cervical ?",La manœuvre de Sellick.
Vrai ou Faux : L'utilisation de la succinylcholine est autorisée dans les 24 premières heures suivant le traumatisme.,Vrai.
Quel choc est caractérisé par une hypotension associée à une bradycardie sinusale ?,Le choc neurogénique.
À partir de quel niveau lésionnel observe-t-on une paralysie du système sympathique ?,Au-dessus de T6.
Quel est l'objectif cible de pression artérielle moyenne (PAM) chez le blessé médullaire ?,$\text{PAM} > 85 \text{ mmHg}$.
Quelle complication digestive impose la pose d'une sonde naso-gastrique ?,L'atonie gastrique ou l'iléus paralytique.
Pourquoi les blessés médullaires sont-ils considérés comme 'poïkilothermes' ?,À cause de la perte de thermorégulation (vasodilatation et absence de frissons).
Dans quel délai des escarres peuvent-elles apparaître chez un patient immobile ?,Dans les 2 heures.
Quels sont les 4 points d'appui d'un collier cervical ?,"Sternal, mentonnier, occipital et épaules."
Quel examen radiologique est le plus précis pour visualiser les contusions médullaires ?,L'IRM.
"En cas de danger imminent, quel mouvement est préférable au soulèvement pour déplacer la victime ?",Le déplacement par traction (glissement).
Quelle est la capacité vitale d'un patient ayant une paralysie des intercostaux (lésion C4-C7) ?,Diminuée de $50 \%$.
Quel est le but du maintien d'une PAM élevée chez ces patients ?,Maintenir une pression de perfusion médullaire (PPM) adéquate.
L'abolition du réflexe bulbo-caverneux est un signe de choc _____.,spinal
Quel syndrome médullaire entraîne une perte de la sensation de température et de douleur mais préserve le toucher profond ?,Le syndrome antérieur de la moelle épinière.
Pourquoi faut-il être prudent avec le remplissage vasculaire (limité à $1000 \text{ mL}$) ?,Pour éviter l'oedème pulmonaire face à une vasoplégie sans hypovolémie réelle.
Quel type de fracture est souvent causé par la ceinture de sécurité (hyperflexion sur point fixe) ?,La fracture de Chance.
Quelle est la conséquence d'une lésion au niveau L3 sur la motricité ?,L'abolition de la flexion de la hanche.
Quel repère anatomique correspond au dermatome T6 ?,L'appendice xyphoïde.
Qu'est-ce que le 'Whip Last Injury' en français ?,Le coup du lapin.
Quel pourcentage de la longueur de la colonne est représenté par les disques intervertébraux ?,$25 \%$.
De quoi est composé le disque intervertébral ?,D'un anneau fibreux et d'un noyau (nucleus pulposus).
Comment appelle-t-on la rupture de l'anneau fibreux avec expulsion du noyau ?,Une hernie discale.
Quelle hormone ou neurotransmetteur est principalement libérée par le système parasympathique pour ralentir le cœur ?,L'acétylcholine (via le nerf vague).
Quelle est la principale différence anatomique du rachis chez l'enfant par rapport à l'adulte ?,Il possède 33 os au lieu de 26.
Quelle complication respiratoire est favorisée par la paralysie des abdominaux ?,Une toux inefficace (risque d'encombrement).
Vrai ou Faux : Un traumatisme mineur chez le sujet âgé peut causer une atteinte médullaire grave.,Vrai.
Quel système de régulation cardiaque utilise les nerfs de Hering et de Cyon ?,Le système baroréflexe.
Quelle structure osseuse supporte les condyles occipitaux de la tête ?,Les masses latérales de l'atlas (C1).
Quelle est la fonction motrice évaluée par le niveau L4 ?,L'extension du genou.
Quel signe clinique définit une lésion au niveau L5 ?,Une perte de la flexion du pied.
Pourquoi la surveillance de l'oxymétrie est-elle cruciale (cible $> 6 \text{ L/min}$) ?,Pour maintenir une normoxie et prévenir les lésions médullaires secondaires.
L'immobilisation et le maintien sont considérés comme le _____ traitement du traumatisé.,premier
